timestamp,total_sells,holiday_mark
2013-01-04 12:00:00,6464.39,NEW_YEAR
2013-01-04 13:00:00,6454.27,NEW_YEAR
2013-01-04 14:00:00,6444.35,NEW_YEAR
2013-01-04 15:00:00,6434.57,NEW_YEAR
2013-01-04 16:00:00,6424.9,NEW_YEAR
2013-01-04 17:00:00,6415.29,NEW_YEAR
2013-01-04 18:00:00,6405.7,NEW_YEAR
2013-01-04 19:00:00,6396.08,NEW_YEAR
2013-01-04 20:00:00,6386.38,NEW_YEAR
2013-01-04 21:00:00,6376.57,NEW_YEAR
2013-01-04 22:00:00,6366.6,NEW_YEAR
2013-01-04 23:00:00,6356.43,NEW_YEAR
2013-01-05 00:00:00,6346.0,NEW_YEAR
2013-01-05 01:00:00,6335.28,NEW_YEAR
2013-01-05 02:00:00,6324.2,NEW_YEAR
2013-01-05 03:00:00,6312.69,NEW_YEAR
2013-01-05 04:00:00,6300.7,NEW_YEAR
2013-01-05 05:00:00,6288.15,NEW_YEAR
2013-01-05 06:00:00,6274.98,NEW_YEAR
2013-01-05 07:00:00,6261.13,NEW_YEAR
2013-01-05 08:00:00,6246.54,NEW_YEAR
2013-01-05 09:00:00,6231.12,NEW_YEAR
2013-01-05 10:00:00,6214.83,NEW_YEAR
2013-01-05 11:00:00,6197.59,NEW_YEAR
2013-01-05 12:00:00,6179.35,NEW_YEAR
2013-01-05 13:00:00,6160.03,NEW_YEAR
2013-01-05 14:00:00,6139.57,NEW_YEAR
2013-01-05 15:00:00,6117.91,NEW_YEAR
2013-01-05 16:00:00,6094.97,NEW_YEAR
2013-01-05 17:00:00,6070.7,NEW_YEAR
2013-01-05 18:00:00,6045.04,NEW_YEAR
2013-01-05 19:00:00,6017.91,NEW_YEAR
2013-01-05 20:00:00,5989.24,NEW_YEAR
2013-01-05 21:00:00,5958.99,NEW_YEAR
2013-01-05 22:00:00,5927.07,NEW_YEAR
2013-01-05 23:00:00,5893.43,NEW_YEAR
2013-01-06 00:00:00,5858.0,CHRISTMAS_ORTHODOX
2013-01-06 01:00:00,5820.76,CHRISTMAS_ORTHODOX
2013-01-06 02:00:00,5781.9,CHRISTMAS_ORTHODOX
2013-01-06 03:00:00,5741.65,CHRISTMAS_ORTHODOX
2013-01-06 04:00:00,5700.24,CHRISTMAS_ORTHODOX
2013-01-06 05:00:00,5657.89,CHRISTMAS_ORTHODOX
2013-01-06 06:00:00,5614.85,CHRISTMAS_ORTHODOX
2013-01-06 07:00:00,5571.34,CHRISTMAS_ORTHODOX
2013-01-06 08:00:00,5527.59,CHRISTMAS_ORTHODOX
2013-01-06 09:00:00,5483.83,CHRISTMAS_ORTHODOX
2013-01-06 10:00:00,5440.3,CHRISTMAS_ORTHODOX
2013-01-06 11:00:00,5397.23,CHRISTMAS_ORTHODOX
2013-01-06 12:00:00,5354.84,CHRISTMAS_ORTHODOX
2013-01-06 13:00:00,5313.38,CHRISTMAS_ORTHODOX
2013-01-06 14:00:00,5273.06,CHRISTMAS_ORTHODOX
2013-01-06 15:00:00,5234.13,CHRISTMAS_ORTHODOX
2013-01-06 16:00:00,5196.8,CHRISTMAS_ORTHODOX
2013-01-06 17:00:00,5161.32,CHRISTMAS_ORTHODOX
2013-01-06 18:00:00,5127.92,CHRISTMAS_ORTHODOX
2013-01-06 19:00:00,5096.82,CHRISTMAS_ORTHODOX
2013-01-06 20:00:00,5068.26,CHRISTMAS_ORTHODOX
2013-01-06 21:00:00,5042.46,CHRISTMAS_ORTHODOX
2013-01-06 22:00:00,5019.67,CHRISTMAS_ORTHODOX
2013-01-06 23:00:00,5000.1,CHRISTMAS_ORTHODOX
2013-01-07 00:00:00,4984.0,CHRISTMAS_ORTHODOX
2013-01-07 01:00:00,4971.48,CHRISTMAS_ORTHODOX
2013-01-07 02:00:00,4962.25,CHRISTMAS_ORTHODOX
2013-01-07 03:00:00,4955.91,CHRISTMAS_ORTHODOX
2013-01-07 04:00:00,4952.04,CHRISTMAS_ORTHODOX
2013-01-07 05:00:00,4950.25,CHRISTMAS_ORTHODOX
2013-01-07 06:00:00,4950.12,CHRISTMAS_ORTHODOX
2013-01-07 07:00:00,4951.26,CHRISTMAS_ORTHODOX
2013-01-07 08:00:00,4953.27,CHRISTMAS_ORTHODOX
2013-01-07 09:00:00,4955.72,CHRISTMAS_ORTHODOX
2013-01-07 10:00:00,4958.23,CHRISTMAS_ORTHODOX
2013-01-07 11:00:00,4960.38,CHRISTMAS_ORTHODOX
2013-01-07 12:00:00,4961.77,CHRISTMAS_ORTHODOX
2013-01-07 13:00:00,4962.0,CHRISTMAS_ORTHODOX
2013-01-07 14:00:00,4960.66,CHRISTMAS_ORTHODOX
2013-01-07 15:00:00,4957.35,CHRISTMAS_ORTHODOX
2013-01-07 16:00:00,4951.66,CHRISTMAS_ORTHODOX
2013-01-07 17:00:00,4943.19,CHRISTMAS_ORTHODOX
2013-01-07 18:00:00,4931.53,CHRISTMAS_ORTHODOX
2013-01-07 19:00:00,4916.28,CHRISTMAS_ORTHODOX
2013-01-07 20:00:00,4897.04,CHRISTMAS_ORTHODOX
2013-01-07 21:00:00,4873.39,CHRISTMAS_ORTHODOX
2013-01-07 22:00:00,4844.94,CHRISTMAS_ORTHODOX
2013-01-07 23:00:00,4811.28,CHRISTMAS_ORTHODOX
2013-01-08 00:00:00,4772.0,CHRISTMAS_ORTHODOX
2013-01-08 01:00:00,4726.85,CHRISTMAS_ORTHODOX
2013-01-08 02:00:00,4676.18,CHRISTMAS_ORTHODOX
2013-01-08 03:00:00,4620.47,CHRISTMAS_ORTHODOX
2013-01-08 04:00:00,4560.23,CHRISTMAS_ORTHODOX
2013-01-08 05:00:00,4495.94,CHRISTMAS_ORTHODOX
2013-01-08 06:00:00,4428.09,CHRISTMAS_ORTHODOX
2013-01-08 07:00:00,4357.19,CHRISTMAS_ORTHODOX
2013-01-08 08:00:00,4283.72,CHRISTMAS_ORTHODOX
2013-01-08 09:00:00,4208.18,CHRISTMAS_ORTHODOX
2013-01-08 10:00:00,4131.06,CHRISTMAS_ORTHODOX
2013-01-08 11:00:00,4052.86,CHRISTMAS_ORTHODOX
2013-01-08 12:00:00,3974.07,CHRISTMAS_ORTHODOX
2013-01-08 13:00:00,3895.17,CHRISTMAS_ORTHODOX
2013-01-08 14:00:00,3816.68,CHRISTMAS_ORTHODOX
2013-01-08 15:00:00,3739.07,CHRISTMAS_ORTHODOX
2013-01-08 16:00:00,3662.84,CHRISTMAS_ORTHODOX
2013-01-08 17:00:00,3588.49,CHRISTMAS_ORTHODOX
2013-01-08 18:00:00,3516.51,CHRISTMAS_ORTHODOX
2013-01-08 19:00:00,3447.39,CHRISTMAS_ORTHODOX
2013-01-08 20:00:00,3381.62,CHRISTMAS_ORTHODOX
2013-01-08 21:00:00,3319.71,CHRISTMAS_ORTHODOX
2013-01-08 22:00:00,3262.14,CHRISTMAS_ORTHODOX
2013-01-08 23:00:00,3209.4,CHRISTMAS_ORTHODOX
2013-01-09 00:00:00,3162.0,NEW_YEAR
2013-01-09 01:00:00,3120.29,NEW_YEAR
2013-01-09 02:00:00,3084.13,NEW_YEAR
2013-01-09 03:00:00,3053.25,NEW_YEAR
2013-01-09 04:00:00,3027.38,NEW_YEAR
2013-01-09 05:00:00,3006.24,NEW_YEAR
2013-01-09 06:00:00,2989.57,NEW_YEAR
2013-01-09 07:00:00,2977.08,NEW_YEAR
2013-01-09 08:00:00,2968.51,NEW_YEAR
2013-01-09 09:00:00,2963.59,NEW_YEAR
2013-01-09 10:00:00,2962.04,NEW_YEAR
2013-01-09 11:00:00,2963.59,NEW_YEAR
2013-01-09 12:00:00,2967.96,NEW_YEAR
2013-01-09 13:00:00,2974.9,NEW_YEAR
2013-01-09 14:00:00,2984.12,NEW_YEAR
2013-01-09 15:00:00,2995.34,NEW_YEAR
2013-01-09 16:00:00,3008.31,NEW_YEAR
2013-01-09 17:00:00,3022.75,NEW_YEAR
2013-01-09 18:00:00,3038.38,NEW_YEAR
2013-01-09 19:00:00,3054.93,NEW_YEAR
2013-01-09 20:00:00,3072.13,NEW_YEAR
2013-01-09 21:00:00,3089.71,NEW_YEAR
2013-01-09 22:00:00,3107.4,NEW_YEAR
2013-01-09 23:00:00,3124.92,NEW_YEAR
2013-01-10 00:00:00,3142.0,
2013-01-10 01:00:00,3158.45,
2013-01-10 02:00:00,3174.4,
2013-01-10 03:00:00,3190.07,
2013-01-10 04:00:00,3205.66,
2013-01-10 05:00:00,3221.39,
2013-01-10 06:00:00,3237.47,
2013-01-10 07:00:00,3254.11,
2013-01-10 08:00:00,3271.53,
2013-01-10 09:00:00,3289.93,
2013-01-10 10:00:00,3309.54,
2013-01-10 11:00:00,3330.56,
2013-01-10 12:00:00,3353.2,
2013-01-10 13:00:00,3377.69,
2013-01-10 14:00:00,3404.22,
2013-01-10 15:00:00,3433.01,
2013-01-10 16:00:00,3464.28,
2013-01-10 17:00:00,3498.24,
2013-01-10 18:00:00,3535.09,
2013-01-10 19:00:00,3575.06,
2013-01-10 20:00:00,3618.35,
2013-01-10 21:00:00,3665.18,
2013-01-10 22:00:00,3715.75,
2013-01-10 23:00:00,3770.29,
2013-01-11 00:00:00,3829.0,
2013-01-11 01:00:00,3891.98,
2013-01-11 02:00:00,3958.87,
2013-01-11 03:00:00,4029.18,
2013-01-11 04:00:00,4102.43,
2013-01-11 05:00:00,4178.13,
2013-01-11 06:00:00,4255.82,
2013-01-11 07:00:00,4335.0,
2013-01-11 08:00:00,4415.19,
2013-01-11 09:00:00,4495.92,
2013-01-11 10:00:00,4576.69,
2013-01-11 11:00:00,4657.04,
2013-01-11 12:00:00,4736.47,
2013-01-11 13:00:00,4814.5,
2013-01-11 14:00:00,4890.66,
2013-01-11 15:00:00,4964.46,
2013-01-11 16:00:00,5035.42,
2013-01-11 17:00:00,5103.05,
2013-01-11 18:00:00,5166.89,
2013-01-11 19:00:00,5226.43,
2013-01-11 20:00:00,5281.21,
2013-01-11 21:00:00,5330.73,
2013-01-11 22:00:00,5374.53,
2013-01-11 23:00:00,5412.11,
2013-01-12 00:00:00,5443.0,
2013-01-12 01:00:00,5466.82,
2013-01-12 02:00:00,5483.66,
2013-01-12 03:00:00,5493.7,
2013-01-12 04:00:00,5497.15,
2013-01-12 05:00:00,5494.18,
2013-01-12 06:00:00,5485.0,
2013-01-12 07:00:00,5469.78,
2013-01-12 08:00:00,5448.74,
2013-01-12 09:00:00,5422.05,
2013-01-12 10:00:00,5389.91,
2013-01-12 11:00:00,5352.51,
2013-01-12 12:00:00,5310.05,
2013-01-12 13:00:00,5262.7,
2013-01-12 14:00:00,5210.68,
2013-01-12 15:00:00,5154.16,
2013-01-12 16:00:00,5093.34,
2013-01-12 17:00:00,5028.42,
2013-01-12 18:00:00,4959.57,
2013-01-12 19:00:00,4887.0,
2013-01-12 20:00:00,4810.9,
2013-01-12 21:00:00,4731.46,
2013-01-12 22:00:00,4648.87,
2013-01-12 23:00:00,4563.32,
2013-01-13 00:00:00,4475.0,
2013-01-13 01:00:00,4384.15,
2013-01-13 02:00:00,4291.17,
2013-01-13 03:00:00,4196.49,
2013-01-13 04:00:00,4100.55,
2013-01-13 05:00:00,4003.8,
2013-01-13 06:00:00,3906.67,
2013-01-13 07:00:00,3809.6,
2013-01-13 08:00:00,3713.04,
2013-01-13 09:00:00,3617.42,
2013-01-13 10:00:00,3523.18,
2013-01-13 11:00:00,3430.76,
2013-01-13 12:00:00,3340.6,
2013-01-13 13:00:00,3253.14,
2013-01-13 14:00:00,3168.82,
2013-01-13 15:00:00,3088.08,
2013-01-13 16:00:00,3011.36,
2013-01-13 17:00:00,2939.1,
2013-01-13 18:00:00,2871.73,
2013-01-13 19:00:00,2809.7,
2013-01-13 20:00:00,2753.45,
2013-01-13 21:00:00,2703.41,
2013-01-13 22:00:00,2660.03,
2013-01-13 23:00:00,2623.75,
2013-01-14 00:00:00,2595.0,
2013-01-14 01:00:00,2574.07,
2013-01-14 02:00:00,2560.61,
2013-01-14 03:00:00,2554.11,
2013-01-14 04:00:00,2554.09,
2013-01-14 05:00:00,2560.02,
2013-01-14 06:00:00,2571.42,
2013-01-14 07:00:00,2587.78,
2013-01-14 08:00:00,2608.58,
2013-01-14 09:00:00,2633.34,
2013-01-14 10:00:00,2661.55,
2013-01-14 11:00:00,2692.71,
2013-01-14 12:00:00,2726.3,
2013-01-14 13:00:00,2761.84,
2013-01-14 14:00:00,2798.82,
2013-01-14 15:00:00,2836.73,
2013-01-14 16:00:00,2875.07,
2013-01-14 17:00:00,2913.34,
2013-01-14 18:00:00,2951.04,
2013-01-14 19:00:00,2987.66,
2013-01-14 20:00:00,3022.7,
2013-01-14 21:00:00,3055.65,
2013-01-14 22:00:00,3086.02,
2013-01-14 23:00:00,3113.31,
2013-01-15 00:00:00,3137.0,
2013-01-15 01:00:00,3156.72,
2013-01-15 02:00:00,3172.59,
2013-01-15 03:00:00,3184.85,
2013-01-15 04:00:00,3193.73,
2013-01-15 05:00:00,3199.48,
2013-01-15 06:00:00,3202.33,
2013-01-15 07:00:00,3202.54,
2013-01-15 08:00:00,3200.33,
2013-01-15 09:00:00,3195.95,
2013-01-15 10:00:00,3189.64,
2013-01-15 11:00:00,3181.63,
2013-01-15 12:00:00,3172.18,
2013-01-15 13:00:00,3161.52,
2013-01-15 14:00:00,3149.88,
2013-01-15 15:00:00,3137.51,
2013-01-15 16:00:00,3124.66,
2013-01-15 17:00:00,3111.55,
2013-01-15 18:00:00,3098.44,
2013-01-15 19:00:00,3085.55,
2013-01-15 20:00:00,3073.14,
2013-01-15 21:00:00,3061.44,
2013-01-15 22:00:00,3050.69,
2013-01-15 23:00:00,3041.13,
2013-01-16 00:00:00,3033.0,
2013-01-16 01:00:00,3026.49,
2013-01-16 02:00:00,3021.54,
2013-01-16 03:00:00,3018.06,
2013-01-16 04:00:00,3015.93,
2013-01-16 05:00:00,3015.05,
2013-01-16 06:00:00,3015.32,
2013-01-16 07:00:00,3016.63,
2013-01-16 08:00:00,3018.88,
2013-01-16 09:00:00,3021.95,
2013-01-16 10:00:00,3025.75,
2013-01-16 11:00:00,3030.17,
2013-01-16 12:00:00,3035.1,
2013-01-16 13:00:00,3040.44,
2013-01-16 14:00:00,3046.08,
2013-01-16 15:00:00,3051.92,
2013-01-16 16:00:00,3057.85,
2013-01-16 17:00:00,3063.77,
2013-01-16 18:00:00,3069.57,
2013-01-16 19:00:00,3075.15,
2013-01-16 20:00:00,3080.4,
2013-01-16 21:00:00,3085.21,
2013-01-16 22:00:00,3089.49,
2013-01-16 23:00:00,3093.12,
2013-01-17 00:00:00,3096.0,
2013-01-17 01:00:00,3098.1,
2013-01-17 02:00:00,3099.68,
2013-01-17 03:00:00,3101.07,
2013-01-17 04:00:00,3102.61,
2013-01-17 05:00:00,3104.65,
2013-01-17 06:00:00,3107.5,
2013-01-17 07:00:00,3111.51,
2013-01-17 08:00:00,3117.02,
2013-01-17 09:00:00,3124.35,
2013-01-17 10:00:00,3133.85,
2013-01-17 11:00:00,3145.85,
2013-01-17 12:00:00,3160.68,
2013-01-17 13:00:00,3178.68,
2013-01-17 14:00:00,3200.2,
2013-01-17 15:00:00,3225.55,
2013-01-17 16:00:00,3255.08,
2013-01-17 17:00:00,3289.13,
2013-01-17 18:00:00,3328.02,
2013-01-17 19:00:00,3372.1,
2013-01-17 20:00:00,3421.7,
2013-01-17 21:00:00,3477.15,
2013-01-17 22:00:00,3538.79,
2013-01-17 23:00:00,3606.97,
2013-01-18 00:00:00,3682.0,
2013-01-18 01:00:00,3764.06,
2013-01-18 02:00:00,3852.63,
2013-01-18 03:00:00,3947.0,
2013-01-18 04:00:00,4046.5,
2013-01-18 05:00:00,4150.42,
2013-01-18 06:00:00,4258.07,
2013-01-18 07:00:00,4368.76,
2013-01-18 08:00:00,4481.8,
2013-01-18 09:00:00,4596.49,
2013-01-18 10:00:00,4712.15,
2013-01-18 11:00:00,4828.07,
2013-01-18 12:00:00,4943.56,
2013-01-18 13:00:00,5057.94,
2013-01-18 14:00:00,5170.5,
2013-01-18 15:00:00,5280.56,
2013-01-18 16:00:00,5387.42,
2013-01-18 17:00:00,5490.39,
2013-01-18 18:00:00,5588.77,
2013-01-18 19:00:00,5681.88,
2013-01-18 20:00:00,5769.02,
2013-01-18 21:00:00,5849.49,
2013-01-18 22:00:00,5922.61,
2013-01-18 23:00:00,5987.67,
2013-01-19 00:00:00,6044.0,
2013-01-19 01:00:00,6091.04,
2013-01-19 02:00:00,6128.89,
2013-01-19 03:00:00,6157.77,
2013-01-19 04:00:00,6177.92,
2013-01-19 05:00:00,6189.58,
2013-01-19 06:00:00,6192.98,
2013-01-19 07:00:00,6188.36,
2013-01-19 08:00:00,6175.96,
2013-01-19 09:00:00,6156.01,
2013-01-19 10:00:00,6128.74,
2013-01-19 11:00:00,6094.39,
2013-01-19 12:00:00,6053.2,
2013-01-19 13:00:00,6005.4,
2013-01-19 14:00:00,5951.24,
2013-01-19 15:00:00,5890.93,
2013-01-19 16:00:00,5824.73,
2013-01-19 17:00:00,5752.86,
2013-01-19 18:00:00,5675.57,
2013-01-19 19:00:00,5593.08,
2013-01-19 20:00:00,5505.63,
2013-01-19 21:00:00,5413.47,
2013-01-19 22:00:00,5316.82,
2013-01-19 23:00:00,5215.92,
2013-01-20 00:00:00,5111.0,
2013-01-20 01:00:00,5002.35,
2013-01-20 02:00:00,4890.44,
2013-01-20 03:00:00,4775.77,
2013-01-20 04:00:00,4658.85,
2013-01-20 05:00:00,4540.2,
2013-01-20 06:00:00,4420.32,
2013-01-20 07:00:00,4299.74,
2013-01-20 08:00:00,4178.95,
2013-01-20 09:00:00,4058.47,
2013-01-20 10:00:00,3938.82,
2013-01-20 11:00:00,3820.49,
2013-01-20 12:00:00,3704.01,
2013-01-20 13:00:00,3589.88,
2013-01-20 14:00:00,3478.62,
2013-01-20 15:00:00,3370.73,
2013-01-20 16:00:00,3266.73,
2013-01-20 17:00:00,3167.13,
2013-01-20 18:00:00,3072.44,
2013-01-20 19:00:00,2983.17,
2013-01-20 20:00:00,2899.83,
2013-01-20 21:00:00,2822.93,
2013-01-20 22:00:00,2752.99,
2013-01-20 23:00:00,2690.51,
2013-01-21 00:00:00,2636.0,
2013-01-21 01:00:00,2589.82,
2013-01-21 02:00:00,2551.64,
2013-01-21 03:00:00,2521.0,
2013-01-21 04:00:00,2497.42,
2013-01-21 05:00:00,2480.43,
2013-01-21 06:00:00,2469.53,
2013-01-21 07:00:00,2464.27,
2013-01-21 08:00:00,2464.17,
2013-01-21 09:00:00,2468.74,
2013-01-21 10:00:00,2477.51,
2013-01-21 11:00:00,2490.01,
2013-01-21 12:00:00,2505.76,
2013-01-21 13:00:00,2524.28,
2013-01-21 14:00:00,2545.11,
2013-01-21 15:00:00,2567.75,
2013-01-21 16:00:00,2591.74,
2013-01-21 17:00:00,2616.6,
2013-01-21 18:00:00,2641.85,
2013-01-21 19:00:00,2667.03,
2013-01-21 20:00:00,2691.64,
2013-01-21 21:00:00,2715.22,
2013-01-21 22:00:00,2737.29,
2013-01-21 23:00:00,2757.38,
2013-01-22 00:00:00,2775.0,
2013-01-22 01:00:00,2789.79,
2013-01-22 02:00:00,2801.83,
2013-01-22 03:00:00,2811.28,
2013-01-22 04:00:00,2818.32,
2013-01-22 05:00:00,2823.13,
2013-01-22 06:00:00,2825.9,
2013-01-22 07:00:00,2826.79,
2013-01-22 08:00:00,2825.98,
2013-01-22 09:00:00,2823.65,
2013-01-22 10:00:00,2819.98,
2013-01-22 11:00:00,2815.15,
2013-01-22 12:00:00,2809.33,
2013-01-22 13:00:00,2802.69,
2013-01-22 14:00:00,2795.43,
2013-01-22 15:00:00,2787.71,
2013-01-22 16:00:00,2779.71,
2013-01-22 17:00:00,2771.61,
2013-01-22 18:00:00,2763.59,
2013-01-22 19:00:00,2755.82,
2013-01-22 20:00:00,2748.49,
2013-01-22 21:00:00,2741.76,
2013-01-22 22:00:00,2735.82,
2013-01-22 23:00:00,2730.84,
2013-01-23 00:00:00,2727.0,
2013-01-23 01:00:00,2724.45,
2013-01-23 02:00:00,2723.21,
2013-01-23 03:00:00,2723.28,
2013-01-23 04:00:00,2724.64,
2013-01-23 05:00:00,2727.31,
2013-01-23 06:00:00,2731.26,
2013-01-23 07:00:00,2736.49,
2013-01-23 08:00:00,2743.0,
2013-01-23 09:00:00,2750.78,
2013-01-23 10:00:00,2759.82,
2013-01-23 11:00:00,2770.13,
2013-01-23 12:00:00,2781.69,
2013-01-23 13:00:00,2794.49,
2013-01-23 14:00:00,2808.54,
2013-01-23 15:00:00,2823.82,
2013-01-23 16:00:00,2840.33,
2013-01-23 17:00:00,2858.07,
2013-01-23 18:00:00,2877.02,
2013-01-23 19:00:00,2897.19,
2013-01-23 20:00:00,2918.56,
2013-01-23 21:00:00,2941.14,
2013-01-23 22:00:00,2964.9,
2013-01-23 23:00:00,2989.86,
2013-01-24 00:00:00,3016.0,
2013-01-24 01:00:00,3043.34,
2013-01-24 02:00:00,3071.95,
2013-01-24 03:00:00,3101.97,
2013-01-24 04:00:00,3133.48,
2013-01-24 05:00:00,3166.59,
2013-01-24 06:00:00,3201.43,
2013-01-24 07:00:00,3238.08,
2013-01-24 08:00:00,3276.66,
2013-01-24 09:00:00,3317.28,
2013-01-24 10:00:00,3360.04,
2013-01-24 11:00:00,3405.06,
2013-01-24 12:00:00,3452.43,
2013-01-24 13:00:00,3502.27,
2013-01-24 14:00:00,3554.68,
2013-01-24 15:00:00,3609.77,
2013-01-24 16:00:00,3667.66,
2013-01-24 17:00:00,3728.44,
2013-01-24 18:00:00,3792.22,
2013-01-24 19:00:00,3859.11,
2013-01-24 20:00:00,3929.22,
2013-01-24 21:00:00,4002.66,
2013-01-24 22:00:00,4079.53,
2013-01-24 23:00:00,4159.94,
2013-01-25 00:00:00,4244.0,
2013-01-25 01:00:00,4331.72,
2013-01-25 02:00:00,4422.7,
2013-01-25 03:00:00,4516.47,
2013-01-25 04:00:00,4612.53,
2013-01-25 05:00:00,4710.41,
2013-01-25 06:00:00,4809.6,
2013-01-25 07:00:00,4909.64,
2013-01-25 08:00:00,5010.03,
2013-01-25 09:00:00,5110.28,
2013-01-25 10:00:00,5209.9,
2013-01-25 11:00:00,5308.42,
2013-01-25 12:00:00,5405.35,
2013-01-25 13:00:00,5500.19,
2013-01-25 14:00:00,5592.47,
2013-01-25 15:00:00,5681.69,
2013-01-25 16:00:00,5767.37,
2013-01-25 17:00:00,5849.03,
2013-01-25 18:00:00,5926.17,
2013-01-25 19:00:00,5998.31,
2013-01-25 20:00:00,6064.96,
2013-01-25 21:00:00,6125.65,
2013-01-25 22:00:00,6179.87,
2013-01-25 23:00:00,6227.15,
2013-01-26 00:00:00,6267.0,
2013-01-26 01:00:00,6299.04,
2013-01-26 02:00:00,6323.35,
2013-01-26 03:00:00,6340.11,
2013-01-26 04:00:00,6349.49,
2013-01-26 05:00:00,6351.7,
2013-01-26 06:00:00,6346.91,
2013-01-26 07:00:00,6335.3,
2013-01-26 08:00:00,6317.05,
2013-01-26 09:00:00,6292.36,
2013-01-26 10:00:00,6261.41,
2013-01-26 11:00:00,6224.37,
2013-01-26 12:00:00,6181.43,
