date,total_sells,holiday_mark
2013-07-14,4263.0,
2013-07-15,3145.0,
2013-07-16,3528.0,
2013-07-17,3566.0,
2013-07-18,3290.0,
2013-07-19,3688.0,
2013-07-20,4938.0,
2013-07-21,4556.0,
2013-07-22,3345.0,
2013-07-23,3448.0,
2013-07-24,3407.0,
2013-07-25,3436.0,
2013-07-26,3713.0,
2013-07-27,5227.0,
2013-07-28,4110.0,
2013-07-29,3240.0,
2013-07-30,3501.0,
2013-07-31,3413.0,
2013-08-01,3218.0,
2013-08-02,4388.0,
2013-08-03,5283.0,
2013-08-04,4297.0,
2013-08-05,3435.0,
2013-08-06,3237.0,
2013-08-07,3673.0,
2013-08-08,3666.0,
2013-08-09,3764.0,
2013-08-10,4506.0,
2013-08-11,3842.0,
2013-08-12,3159.0,
2013-08-13,3348.0,
2013-08-14,3218.0,
2013-08-15,3632.0,
2013-08-16,3884.0,
2013-08-17,4895.0,
2013-08-18,4086.0,
2013-08-19,3453.0,
2013-08-20,3448.0,
2013-08-21,3786.0,
2013-08-22,3822.0,
2013-08-23,4260.0,
2013-08-24,5667.0,
2013-08-25,5088.0,
2013-08-26,3626.0,
2013-08-27,3590.0,
2013-08-28,4040.0,
2013-08-29,4547.0,
2013-08-30,4838.0,
2013-08-31,5595.0,
2013-09-01,5439.0,
2013-09-02,4544.0,
2013-09-03,4792.0,
2013-09-04,3395.0,
2013-09-05,3496.0,
2013-09-06,4359.0,
2013-09-07,6192.0,
2013-09-08,5061.0,
2013-09-09,2817.0,
2013-09-10,3092.0,
2013-09-11,3325.0,
2013-09-12,3161.0,
2013-09-13,3870.0,
2013-09-14,5895.0,
2013-09-15,5012.0,
2013-09-16,2900.0,
2013-09-17,6832.0,
2013-09-18,5618.0,
2013-09-19,3736.0,
2013-09-20,5052.0,
2013-09-21,6698.0,
2013-09-22,4936.0,
2013-09-23,2838.0,
2013-09-24,3985.0,
2013-09-25,3372.0,
2013-09-26,4116.0,
2013-09-27,4243.0,
2013-09-28,6592.0,
2013-09-29,5060.0,
2013-09-30,2904.0,
2013-10-01,2935.0,
2013-10-02,3015.0,
2013-10-03,3828.0,
2013-10-04,5506.0,
2013-10-05,8425.0,
2013-10-06,7270.0,
2013-10-07,2790.0,
2013-10-08,2829.0,
2013-10-09,3923.0,
2013-10-10,3515.0,
2013-10-11,4330.0,
2013-10-12,6089.0,
2013-10-13,4943.0,
2013-10-14,2825.0,
2013-10-15,2923.0,
2013-10-16,2842.0,
2013-10-17,3110.0,
2013-10-18,3772.0,
2013-10-19,6056.0,
2013-10-20,4717.0,
2013-10-21,2328.0,
2013-10-22,2274.0,
2013-10-23,2567.0,
2013-10-24,2761.0,
2013-10-25,4416.0,
2013-10-26,6246.0,
2013-10-27,5026.0,
2013-10-28,2599.0,
2013-10-29,5951.0,
2013-10-30,3904.0,
2013-10-31,3826.0,
2013-11-01,4439.0,
2013-11-02,6633.0,
2013-11-03,6170.0,UNITY_DAY
2013-11-04,4614.0,UNITY_DAY
2013-11-05,4674.0,UNITY_DAY
2013-11-06,3708.0,
2013-11-07,3479.0,
2013-11-08,4320.0,
2013-11-09,6007.0,
2013-11-10,5150.0,
2013-11-11,2787.0,
2013-11-12,2595.0,
2013-11-13,2560.0,
2013-11-14,2795.0,
2013-11-15,4045.0,
2013-11-16,6296.0,
2013-11-17,5042.0,
2013-11-18,2494.0,
2013-11-19,3180.0,
2013-11-20,2789.0,
2013-11-21,4673.0,
2013-11-22,5438.0,
2013-11-23,6616.0,
2013-11-24,5201.0,
2013-11-25,2838.0,
2013-11-26,2648.0,
2013-11-27,2546.0,
2013-11-28,2742.0,
2013-11-29,7262.0,
2013-11-30,6268.0,
2013-12-01,4988.0,
2013-12-02,2581.0,
2013-12-03,2800.0,
2013-12-04,3186.0,
2013-12-05,3199.0,
2013-12-06,4707.0,
2013-12-07,6753.0,
2013-12-08,5442.0,
2013-12-09,2949.0,
2013-12-10,3578.0,
2013-12-11,3269.0,
2013-12-12,3393.0,
2013-12-13,4348.0,
2013-12-14,7228.0,
2013-12-15,5933.0,
2013-12-16,3600.0,
2013-12-17,3897.0,
2013-12-18,4154.0,
2013-12-19,4566.0,
2013-12-20,5301.0,
2013-12-21,8704.0,
2013-12-22,7749.0,
2013-12-23,4768.0,
2013-12-24,5105.0,
2013-12-25,6498.0,
2013-12-26,7112.0,
2013-12-27,7991.0,
2013-12-28,13343.0,
2013-12-29,12863.0,NEW_YEAR
2013-12-30,12823.0,NEW_YEAR
2013-12-31,10514.0,NEW_YEAR
2014-01-01,2310.0,NEW_YEAR
2014-01-02,7932.0,NEW_YEAR
2014-01-03,6812.0,NEW_YEAR
2014-01-04,6188.0,NEW_YEAR
2014-01-05,5806.0,NEW_YEAR
2014-01-06,5368.0,CHRISTMAS_ORTHODOX
2014-01-07,4752.0,CHRISTMAS_ORTHODOX
2014-01-08,4297.0,CHRISTMAS_ORTHODOX
2014-01-09,2994.0,NEW_YEAR
2014-01-10,3325.0,
2014-01-11,4927.0,
2014-01-12,3749.0,
2014-01-13,2352.0,
2014-01-14,2364.0,
2014-01-15,2423.0,
2014-01-16,2397.0,
2014-01-17,3182.0,
2014-01-18,4757.0,
2014-01-19,4239.0,
2014-01-20,2186.0,
2014-01-21,2641.0,
2014-01-22,2340.0,
2014-01-23,2579.0,
2014-01-24,3401.0,
2014-01-25,5310.0,
2014-01-26,4192.0,
2014-01-27,2636.0,
2014-01-28,2620.0,
2014-01-29,2640.0,
2014-01-30,2566.0,
2014-01-31,3614.0,
2014-02-01,5711.0,
2014-02-02,4564.0,
2014-02-03,2545.0,
2014-02-04,2570.0,
2014-02-05,2921.0,
2014-02-06,3260.0,
2014-02-07,3483.0,
2014-02-08,5668.0,
2014-02-09,4646.0,
2014-02-10,2674.0,
2014-02-11,2877.0,
2014-02-12,3061.0,
2014-02-13,3204.0,
2014-02-14,4221.0,
2014-02-15,5903.0,
2014-02-16,4868.0,
2014-02-17,2700.0,
2014-02-18,2839.0,
2014-02-19,3079.0,
2014-02-20,3946.0,
2014-02-21,5473.0,
2014-02-22,8472.0,DEFENDER_DAY
2014-02-23,6602.0,DEFENDER_DAY
2014-02-24,2628.0,DEFENDER_DAY
2014-02-25,2398.0,
2014-02-26,2444.0,
2014-02-27,2775.0,
2014-02-28,4155.0,
2014-03-01,5871.0,
2014-03-02,4152.0,
2014-03-03,2539.0,
2014-03-04,2642.0,
2014-03-05,2860.0,
2014-03-06,3263.0,
2014-03-07,5038.0,WOMENS_DAY
2014-03-08,5922.0,WOMENS_DAY
2014-03-09,5182.0,WOMENS_DAY
2014-03-10,3631.0,
2014-03-11,2409.0,
2014-03-12,2336.0,
2014-03-13,2621.0,
2014-03-14,3680.0,
2014-03-15,5404.0,
2014-03-16,4276.0,
2014-03-17,2698.0,
2014-03-18,2596.0,
2014-03-19,2712.0,
2014-03-20,3045.0,
2014-03-21,5300.0,
2014-03-22,6224.0,
2014-03-23,4758.0,
2014-03-24,2803.0,
2014-03-25,2679.0,
2014-03-26,2787.0,
2014-03-27,2892.0,
2014-03-28,3415.0,
2014-03-29,5134.0,
2014-03-30,4136.0,
2014-03-31,2292.0,
2014-04-01,2070.0,
2014-04-02,2253.0,
2014-04-03,2476.0,
2014-04-04,3401.0,
2014-04-05,5301.0,
2014-04-06,4000.0,
2014-04-07,2218.0,
2014-04-08,2310.0,
2014-04-09,2645.0,
2014-04-10,2523.0,
2014-04-11,3392.0,
2014-04-12,4841.0,
2014-04-13,4035.0,
2014-04-14,2580.0,
2014-04-15,4788.0,
2014-04-16,2855.0,
2014-04-17,3116.0,
2014-04-18,3432.0,
2014-04-19,4555.0,
2014-04-20,3252.0,
2014-04-21,2069.0,
2014-04-22,2759.0,
2014-04-23,3125.0,
2014-04-24,2337.0,
2014-04-25,3292.0,
2014-04-26,4735.0,
2014-04-27,4248.0,
2014-04-28,2191.0,
2014-04-29,2370.0,
2014-04-30,3387.0,LABOUR_DAY
2014-05-01,3646.0,TRANSFERRED
2014-05-02,3419.0,TRANSFERRED
2014-05-03,3319.0,TRANSFERRED
2014-05-04,2970.0,
2014-05-05,1937.0,
2014-05-06,2291.0,
2014-05-07,2323.0,
2014-05-08,3070.0,VICTORY_DAY
2014-05-09,2627.0,VICTORY_DAY
2014-05-10,3502.0,VICTORY_DAY
2014-05-11,2977.0,
2014-05-12,1837.0,
2014-05-13,1629.0,
2014-05-14,2099.0,
2014-05-15,2251.0,
2014-05-16,2728.0,
2014-05-17,4138.0,
2014-05-18,3189.0,
2014-05-19,1949.0,
2014-05-20,2601.0,
2014-05-21,2318.0,
2014-05-22,2542.0,
2014-05-23,3113.0,
2014-05-24,4170.0,
2014-05-25,3010.0,
2014-05-26,2242.0,
2014-05-27,8256.0,
2014-05-28,4059.0,
2014-05-29,3696.0,
2014-05-30,4487.0,
2014-05-31,5395.0,
2014-06-01,4376.0,
2014-06-02,2726.0,
2014-06-03,2626.0,
2014-06-04,2663.0,
2014-06-05,2684.0,
2014-06-06,3084.0,
2014-06-07,4190.0,
2014-06-08,3449.0,
2014-06-09,2761.0,
2014-06-10,3214.0,
2014-06-11,3400.0,RUSSIA_DAY
2014-06-12,4758.0,RUSSIA_DAY
2014-06-13,3798.0,RUSSIA_DAY
2014-06-14,3510.0,TRANSFERRED
2014-06-15,3163.0,
2014-06-16,2608.0,
2014-06-17,2609.0,
2014-06-18,2750.0,
2014-06-19,2932.0,
2014-06-20,3299.0,
2014-06-21,4418.0,
2014-06-22,3146.0,
2014-06-23,2508.0,
2014-06-24,2476.0,
2014-06-25,2679.0,
2014-06-26,2873.0,
2014-06-27,3587.0,
2014-06-28,4953.0,
2014-06-29,3421.0,
2014-06-30,2768.0,
2014-07-01,2607.0,
2014-07-02,2709.0,
2014-07-03,2764.0,
2014-07-04,2983.0,
2014-07-05,3714.0,
2014-07-06,3145.0,
2014-07-07,2707.0,
2014-07-08,2657.0,
2014-07-09,2677.0,
2014-07-10,2908.0,
2014-07-11,3317.0,
2014-07-12,3914.0,
2014-07-13,3089.0,
2014-07-14,2587.0,
2014-07-15,2611.0,
2014-07-16,2565.0,
2014-07-17,2625.0,
2014-07-18,2873.0,
2014-07-19,3659.0,
2014-07-20,3301.0,
2014-07-21,2599.0,
2014-07-22,2598.0,
2014-07-23,2680.0,
2014-07-24,2795.0,
2014-07-25,2942.0,
2014-07-26,3501.0,
2014-07-27,3074.0,
2014-07-28,2430.0,
2014-07-29,2333.0,
2014-07-30,4048.0,
2014-07-31,2868.0,
2014-08-01,3054.0,
2014-08-02,3445.0,
2014-08-03,3155.0,
2014-08-04,2444.0,
2014-08-05,2767.0,
2014-08-06,2712.0,
2014-08-07,2592.0,
2014-08-08,3300.0,
2014-08-09,3552.0,
2014-08-10,3208.0,
2014-08-11,2751.0,
2014-08-12,3006.0,
2014-08-13,3117.0,
2014-08-14,3229.0,
2014-08-15,3630.0,
2014-08-16,4099.0,
2014-08-17,3821.0,
2014-08-18,3141.0,
2014-08-19,3467.0,
2014-08-20,2988.0,
2014-08-21,3102.0,
2014-08-22,3418.0,
2014-08-23,4206.0,
2014-08-24,3683.0,
2014-08-25,2829.0,
2014-08-26,3016.0,
2014-08-27,3239.0,
2014-08-28,3250.0,
2014-08-29,3536.0,
2014-08-30,4893.0,
2014-08-31,4071.0,
2014-09-01,2887.0,
2014-09-02,2198.0,
2014-09-03,2261.0,
2014-09-04,3222.0,
2014-09-05,3356.0,
2014-09-06,4680.0,
2014-09-07,3650.0,
2014-09-08,2238.0,
2014-09-09,2991.0,
2014-09-10,3078.0,
2014-09-11,3308.0,
2014-09-12,3596.0,
2014-09-13,4529.0,
2014-09-14,4300.0,
2014-09-15,2551.0,
2014-09-16,2509.0,
2014-09-17,2520.0,
2014-09-18,2441.0,
2014-09-19,3093.0,
2014-09-20,4426.0,
2014-09-21,3632.0,
2014-09-22,2155.0,
2014-09-23,2833.0,
2014-09-24,2742.0,
2014-09-25,4370.0,
2014-09-26,4600.0,
2014-09-27,5382.0,
2014-09-28,4053.0,
2014-09-29,2858.0,
2014-09-30,2749.0,
2014-10-01,3093.0,
2014-10-02,4735.0,
2014-10-03,6330.0,
2014-10-04,8767.0,
2014-10-05,7060.0,
2014-10-06,2425.0,
2014-10-07,2601.0,
2014-10-08,2871.0,
2014-10-09,3727.0,
2014-10-10,3583.0,
2014-10-11,4835.0,
2014-10-12,4115.0,
2014-10-13,2293.0,
2014-10-14,2417.0,
2014-10-15,2407.0,
2014-10-16,2501.0,
2014-10-17,3302.0,
2014-10-18,5001.0,
2014-10-19,3962.0,
2014-10-20,2103.0,
2014-10-21,2034.0,
2014-10-22,2081.0,
2014-10-23,2165.0,
2014-10-24,2925.0,
2014-10-25,4485.0,
2014-10-26,3886.0,
2014-10-27,2035.0,
2014-10-28,2146.0,
2014-10-29,2273.0,
2014-10-30,2250.0,
2014-10-31,3014.0,
2014-11-01,4879.0,
2014-11-02,4390.0,TRANSFERRED
2014-11-03,4666.0,UNITY_DAY
2014-11-04,3632.0,UNITY_DAY
2014-11-05,2581.0,UNITY_DAY
2014-11-06,2586.0,
2014-11-07,3347.0,
2014-11-08,4879.0,
2014-11-09,3644.0,
2014-11-10,2067.0,
2014-11-11,2661.0,
2014-11-12,2221.0,
2014-11-13,5515.0,
2014-11-14,3935.0,
2014-11-15,5564.0,
2014-11-16,4547.0,
2014-11-17,2638.0,
2014-11-18,5840.0,
2014-11-19,4568.0,
2014-11-20,4392.0,
2014-11-21,4668.0,
2014-11-22,5803.0,
2014-11-23,4588.0,
2014-11-24,2650.0,
2014-11-25,2688.0,
2014-11-26,2658.0,
2014-11-27,2685.0,
2014-11-28,3759.0,
2014-11-29,5445.0,
2014-11-30,4349.0,
2014-12-01,2476.0,
2014-12-02,2724.0,
2014-12-03,2833.0,
2014-12-04,2891.0,
2014-12-05,3642.0,
2014-12-06,5831.0,
2014-12-07,4679.0,
2014-12-08,2641.0,
2014-12-09,2630.0,
2014-12-10,2820.0,
2014-12-11,3077.0,
2014-12-12,4041.0,
2014-12-13,6183.0,
2014-12-14,5016.0,
2014-12-15,3338.0,
2014-12-16,3378.0,
2014-12-17,3886.0,
2014-12-18,4447.0,
2014-12-19,5945.0,
2014-12-20,8367.0,
2014-12-21,7243.0,
2014-12-22,4552.0,
2014-12-23,4909.0,
2014-12-24,5070.0,
2014-12-25,5227.0,
2014-12-26,7040.0,
2014-12-27,10919.0,
2014-12-28,9727.0,
2014-12-29,8593.0,NEW_YEAR
2014-12-30,13236.0,NEW_YEAR
2014-12-31,11394.0,NEW_YEAR
2015-01-01,2117.0,NEW_YEAR
2015-01-02,7408.0,NEW_YEAR
2015-01-03,6779.0,NEW_YEAR
2015-01-04,6522.0,NEW_YEAR
2015-01-05,5754.0,NEW_YEAR
2015-01-06,5068.0,CHRISTMAS_ORTHODOX
2015-01-07,4722.0,CHRISTMAS_ORTHODOX
2015-01-08,4461.0,TRANSFERRED
2015-01-09,4032.0,TRANSFERRED
2015-01-10,4404.0,TRANSFERRED
2015-01-11,3500.0,
2015-01-12,2354.0,
2015-01-13,2589.0,
2015-01-14,2679.0,
2015-01-15,3456.0,
2015-01-16,2981.0,
2015-01-17,4795.0,
2015-01-18,3720.0,
2015-01-19,2261.0,
2015-01-20,2096.0,
2015-01-21,2106.0,
2015-01-22,2103.0,
2015-01-23,2721.0,
2015-01-24,4165.0,
2015-01-25,3455.0,
2015-01-26,1952.0,
2015-01-27,1966.0,
2015-01-28,1849.0,
2015-01-29,2204.0,
2015-01-30,2590.0,
2015-01-31,4162.0,
2015-02-01,3418.0,
2015-02-02,1770.0,
2015-02-03,1726.0,
2015-02-04,1828.0,
2015-02-05,2008.0,
2015-02-06,2654.0,
2015-02-07,3875.0,
2015-02-08,3175.0,
2015-02-09,1815.0,
2015-02-10,2318.0,
2015-02-11,2150.0,
2015-02-12,2120.0,
2015-02-13,3258.0,
2015-02-14,4844.0,
2015-02-15,3476.0,
2015-02-16,2118.0,
2015-02-17,2407.0,
2015-02-18,2502.0,
2015-02-19,2592.0,
2015-02-20,4753.0,
2015-02-21,5843.0,
2015-02-22,5802.0,DEFENDER_DAY
2015-02-23,4809.0,DEFENDER_DAY
2015-02-24,2142.0,DEFENDER_DAY
2015-02-25,2172.0,
2015-02-26,1952.0,
2015-02-27,2677.0,
2015-02-28,3994.0,
2015-03-01,3229.0,
2015-03-02,1830.0,
2015-03-03,2015.0,
2015-03-04,2116.0,
2015-03-05,2455.0,
2015-03-06,3384.0,
2015-03-07,5301.0,WOMENS_DAY
2015-03-08,4003.0,WOMENS_DAY
2015-03-09,3044.0,WOMENS_DAY
2015-03-10,2011.0,WOMENS_DAY
2015-03-11,1993.0,
2015-03-12,2118.0,
2015-03-13,2255.0,
2015-03-14,3820.0,
2015-03-15,2895.0,
2015-03-16,1440.0,
2015-03-17,1715.0,
2015-03-18,1751.0,
2015-03-19,1901.0,
2015-03-20,2503.0,
2015-03-21,3643.0,
2015-03-22,3004.0,
2015-03-23,2014.0,
2015-03-24,2102.0,
2015-03-25,3224.0,
2015-03-26,2864.0,
2015-03-27,2901.0,
2015-03-28,3821.0,
2015-03-29,3026.0,
2015-03-30,1881.0,
2015-03-31,1755.0,
2015-04-01,1672.0,
2015-04-02,1700.0,
2015-04-03,2299.0,
2015-04-04,3817.0,
2015-04-05,3048.0,
2015-04-06,1964.0,
2015-04-07,1908.0,
2015-04-08,1855.0,
2015-04-09,1714.0,
2015-04-10,2144.0,
2015-04-11,3211.0,
2015-04-12,2302.0,
2015-04-13,1589.0,
2015-04-14,7158.0,
2015-04-15,3451.0,
2015-04-16,2962.0,
2015-04-17,3065.0,
2015-04-18,4019.0,
2015-04-19,3391.0,
2015-04-20,2385.0,
2015-04-21,2150.0,
2015-04-22,2096.0,
2015-04-23,1979.0,
2015-04-24,2535.0,
2015-04-25,3436.0,
2015-04-26,2865.0,
2015-04-27,1602.0,
2015-04-28,1374.0,
2015-04-29,1814.0,
2015-04-30,2322.0,LABOUR_DAY
2015-05-01,2877.0,LABOUR_DAY
2015-05-02,2448.0,LABOUR_DAY
2015-05-03,2272.0,TRANSFERRED
2015-05-04,1965.0,TRANSFERRED
2015-05-05,1349.0,TRANSFERRED
2015-05-06,1622.0,
2015-05-07,1703.0,
2015-05-08,1997.0,VICTORY_DAY
2015-05-09,1582.0,VICTORY_DAY
2015-05-10,2171.0,VICTORY_DAY
2015-05-11,1874.0,VICTORY_DAY
2015-05-12,1274.0,VICTORY_DAY
2015-05-13,1294.0,
2015-05-14,1302.0,
2015-05-15,1899.0,
2015-05-16,2746.0,
2015-05-17,2341.0,
2015-05-18,2170.0,
2015-05-19,8483.0,
2015-05-20,3129.0,
2015-05-21,2219.0,
2015-05-22,2755.0,
2015-05-23,3362.0,
2015-05-24,2635.0,
2015-05-25,1841.0,
2015-05-26,2053.0,
2015-05-27,1953.0,
2015-05-28,1885.0,
2015-05-29,2146.0,
2015-05-30,2665.0,
2015-05-31,2283.0,
2015-06-01,1902.0,
2015-06-02,1855.0,
2015-06-03,1773.0,
2015-06-04,1957.0,
2015-06-05,2295.0,
2015-06-06,2448.0,
2015-06-07,2096.0,
2015-06-08,1708.0,
2015-06-09,2026.0,
2015-06-10,2140.0,
2015-06-11,2623.0,RUSSIA_DAY
2015-06-12,2690.0,RUSSIA_DAY
2015-06-13,2235.0,RUSSIA_DAY
2015-06-14,2025.0,
2015-06-15,1931.0,
2015-06-16,2083.0,
2015-06-17,1861.0,
2015-06-18,2042.0,
2015-06-19,2339.0,
2015-06-20,2668.0,
2015-06-21,2333.0,
2015-06-22,1699.0,
2015-06-23,2613.0,
2015-06-24,2189.0,
2015-06-25,1994.0,
2015-06-26,1948.0,
2015-06-27,2563.0,
2015-06-28,2404.0,
2015-06-29,1865.0,
2015-06-30,1809.0,
2015-07-01,1978.0,
2015-07-02,1863.0,
2015-07-03,2146.0,
2015-07-04,2260.0,
2015-07-05,1912.0,
2015-07-06,2217.0,
2015-07-07,1911.0,
2015-07-08,1905.0,
2015-07-09,1979.0,
2015-07-10,2157.0,
2015-07-11,2754.0,
2015-07-12,2263.0,
2015-07-13,1893.0,
2015-07-14,1952.0,
2015-07-15,2049.0,
2015-07-16,2275.0,
2015-07-17,2359.0,
2015-07-18,2581.0,
2015-07-19,2334.0,
2015-07-20,1954.0,
2015-07-21,2045.0,
2015-07-22,1872.0,
2015-07-23,1872.0,
2015-07-24,1897.0,
2015-07-25,2320.0,
2015-07-26,1722.0,
2015-07-27,1705.0,
2015-07-28,1744.0,
2015-07-29,1752.0,
2015-07-30,1720.0,
2015-07-31,1796.0,
2015-08-01,1953.0,
2015-08-02,1771.0,
2015-08-03,1659.0,
2015-08-04,1642.0,
2015-08-05,1560.0,
2015-08-06,1764.0,
2015-08-07,1972.0,
2015-08-08,2179.0,
2015-08-09,1702.0,
2015-08-10,1854.0,
2015-08-11,1731.0,
2015-08-12,1696.0,
2015-08-13,1765.0,
2015-08-14,1885.0,
2015-08-15,2201.0,
2015-08-16,1948.0,
2015-08-17,2402.0,
2015-08-18,2340.0,
2015-08-19,2305.0,
2015-08-20,2429.0,
2015-08-21,2361.0,
2015-08-22,2620.0,
2015-08-23,2453.0,
2015-08-24,2063.0,
2015-08-25,2090.0,
2015-08-26,2752.0,
2015-08-27,2363.0,
2015-08-28,2564.0,
2015-08-29,3086.0,
2015-08-30,2719.0,
2015-08-31,2250.0,
2015-09-01,3154.0,
2015-09-02,1738.0,
2015-09-03,2193.0,
2015-09-04,2232.0,
2015-09-05,2933.0,
2015-09-06,2638.0,
2015-09-07,1723.0,
2015-09-08,1935.0,
2015-09-09,1919.0,
2015-09-10,2176.0,
2015-09-11,2700.0,
2015-09-12,3304.0,
2015-09-13,2660.0,
2015-09-14,1551.0,
2015-09-15,1540.0,
2015-09-16,1844.0,
2015-09-17,1887.0,
2015-09-18,2118.0,
2015-09-19,2556.0,
2015-09-20,2236.0,
2015-09-21,1586.0,
2015-09-22,3428.0,
2015-09-23,2064.0,
2015-09-24,1966.0,
2015-09-25,2317.0,
2015-09-26,3075.0,
2015-09-27,2818.0,
2015-09-28,2275.0,
2015-09-29,4209.0,
2015-09-30,4068.0,
2015-10-01,2085.0,
2015-10-02,3265.0,
